time,close,volume,change,log_change,ticker
2021-08-27 07:00:00+00:00,87.66,73832,0.0,0.0,FLOT
2021-08-30 07:00:00+00:00,87.5,65569,-0.001826902643329709,-0.0018269016270943848,FLOT
2021-08-31 07:00:00+00:00,88.0,46890,0.0056980519480519486,0.005698021114637796,FLOT
2021-09-01 07:00:00+00:00,87.54,57258,-0.005241006708621442,-0.0052409827154571015,FLOT
2021-09-02 07:00:00+00:00,87.7,40163,0.0018260686302322654,0.0018260676153879466,FLOT
2021-09-03 07:00:00+00:00,87.37,49973,-0.0037699339980467933,-0.003769925068134152,FLOT
2021-09-06 07:00:00+00:00,87.3,65546,-0.000801511550264716,-0.0008015114644468517,FLOT
2021-09-07 07:00:00+00:00,87.05,74727,-0.0028678005622764235,-0.002867796631358462,FLOT
2021-09-08 07:00:00+00:00,86.9,29492,-0.0017246347977994021,-0.001724633942851545,FLOT
2021-09-09 07:00:00+00:00,86.5,30994,-0.004613634700705813,-0.004613618333512833,FLOT
2021-09-10 07:00:00+00:00,86.26,28256,-0.0027784262928717395,-0.0027784227181364483,FLOT
2021-09-13 07:00:00+00:00,86.25,24763,-0.00011593530848771208,-0.00011593530822795102,FLOT
2021-09-14 07:00:00+00:00,86.08,74498,-0.0019729607779753445,-0.0019729594979948383,FLOT
2021-09-15 07:00:00+00:00,86.3,60449,0.002552504447612922,0.0025525016759080188,FLOT
2021-09-16 07:00:00+00:00,86.53,36387,0.0026615796716964375,0.002661576529265282,FLOT
2021-09-17 07:00:00+00:00,86.39,49695,-0.0016192469554541407,-0.001619246247854609,FLOT
2021-09-20 07:00:00+00:00,85.21,120754,-0.013753564099258256,-0.01375313053092833,FLOT
2021-09-21 07:00:00+00:00,85.45,26994,0.0028126154300645006,0.0028126117217354978,FLOT
2021-09-22 07:00:00+00:00,85.68,47538,0.002688019814908651,0.0026880165778934858,FLOT
2021-09-23 07:00:00+00:00,85.39,110643,-0.003390434715479738,-0.003390428219978647,FLOT
2021-09-24 07:00:00+00:00,84.75,58001,-0.007523322627638386,-0.0075232516589551265,FLOT
2021-09-27 07:00:00+00:00,84.29,56006,-0.0054425391199296805,-0.00544251225116874,FLOT
