time,SBERP,LKOH,GAZP,FIVE,YNDX,SMLT,SVAV,NVDA,VTBR,TRMK,GMKN,FEES,AFLT,FLOT
2021-08-24 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-25 07:00:00+00:00,-0.0002963011801853711,-0.008824384181813544,-0.006718248462131544,-0.014397866662828003,-0.005715109940570992,-0.024417464859722002,-0.0024721916636108055,0.0,0.0003915810233319167,0.010987260917931571,-0.005583609500860211,-0.003520960562833143,-0.0008791210489788617,0.003923393819542912
2021-08-26 07:00:00+00:00,-0.0034963988506890725,-0.01369980905893518,-0.007986050446098725,-0.015630712038277764,0.017278988925129177,0.03564297913630503,0.012300588249534,0.0,-0.020569761659060028,-0.0015082964837695716,-0.009235357692499419,-0.009416499928390625,-0.002348110075499408,-0.0009217653761150231
2021-08-27 07:00:00+00:00,0.015834202775938742,0.013466515115381016,0.017913894858285144,0.011796220788443173,0.016910109617733475,0.003359372966925321,-0.004901990232063582,0.0,0.015072744932080637,0.023313190157377622,0.011489330455136167,-0.0016289972118224364,0.008485887948861771,0.010435465556272196
2021-08-30 07:00:00+00:00,0.004575346407476267,0.00147647436413591,0.018221507941767072,-0.003240186714283019,0.008330038311979593,-0.0012952610672564667,0.0194665640448773,0.0,0.02613237990123157,0.06429467596557124,0.01160612736615934,0.007208581384103336,0.009280942306346473,-0.001826902643329709
2021-08-31 07:00:00+00:00,-0.0007449031849648023,-0.024448533434946167,0.001571658742061892,-0.018218684805622026,0.0479148449014276,0.0015305831063425188,0.07434840031266005,0.0,0.010301684976272672,0.006031937675051333,-0.00969006968702298,-0.0020253185326130577,0.0005772006252755756,0.0056980519480519486
2021-09-01 07:00:00+00:00,0.014730328782354961,0.008004883530622564,0.023413173162118474,0.01760988263809646,0.014954966141880511,0.028991596638655463,0.050195154457613404,0.0,0.009632861095612377,0.0,0.008122802857980126,-0.006814909007879117,0.002305478567852815,-0.005241006708621442
2021-09-02 07:00:00+00:00,-0.012626400751123767,0.002601604780540963,-0.0018874279033610913,-0.018023171366635664,-0.01115066416168951,0.10625635287725942,-0.02586639412803122,0.0,-0.014293881631813325,-0.0051679931627584726,-0.014468205315831262,0.01388603900449879,-0.0008639310467336643,0.0018260686302322654
2021-09-03 07:00:00+00:00,0.002196101343125587,-0.003233319439837119,0.017899377095963002,-0.009969095029000827,0.016924424011901397,0.002156170687160535,0.030114351269336096,0.0,-0.0008584101919931433,0.024737258702146065,0.023263773385104616,0.016670320058005277,-0.0002881429248685742,-0.0037699339980467933
2021-09-06 07:00:00+00:00,0.0010962440823755822,-0.0007902016247369637,0.03398881724275168,0.008314423463818022,0.012378471124786553,0.06910244874617426,-0.025755342667649228,0.0,0.031748065494461394,0.04852833194275592,0.00879854094877925,-0.004464529414568124,-0.00868323168688438,-0.000801511550264716
