time,close,volume,change,log_change,ticker
2021-08-24 07:00:00+00:00,105.0,73819,0.0,0.0,TRMK
2021-08-25 07:00:00+00:00,106.16,429881,0.010987260917931571,0.010987039866428624,TRMK
2021-08-26 07:00:00+00:00,106.0,161063,-0.0015082964837695716,-0.0015082959118848521,TRMK
2021-08-27 07:00:00+00:00,108.5,167659,0.023313190157377622,0.023311078868447146,TRMK
2021-08-30 07:00:00+00:00,115.7,592317,0.06429467596557124,0.06425046121911662,TRMK
2021-08-31 07:00:00+00:00,116.4,431068,0.006031937675051333,0.006031901097706522,TRMK
2021-09-01 07:00:00+00:00,116.4,163841,0.0,0.0,TRMK
2021-09-02 07:00:00+00:00,115.8,154011,-0.0051679931627584726,-0.005167970158442673,TRMK
2021-09-03 07:00:00+00:00,118.7,412683,0.024737258702146065,0.02473473647672743,TRMK
2021-09-06 07:00:00+00:00,124.6,692808,0.04852833194275592,0.048509304737730324,TRMK
2021-09-07 07:00:00+00:00,122.62,348831,-0.01601914906038902,-0.01601846401881083,TRMK
2021-09-08 07:00:00+00:00,122.1,290121,-0.0042497740100089654,-0.0042497612178830114,TRMK
2021-09-09 07:00:00+00:00,123.08,264184,0.007994254484342265,0.00799416933718218,TRMK
2021-09-10 07:00:00+00:00,123.38,225558,0.0024344757323682986,0.0024344733276514888,TRMK
2021-09-13 07:00:00+00:00,121.8,305752,-0.012889025348150774,-0.012888668505695956,TRMK
2021-09-14 07:00:00+00:00,120.14,423317,-0.013723056543501628,-0.013722625853781296,TRMK
2021-09-15 07:00:00+00:00,117.08,423468,-0.025803130034661212,-0.025800267598330283,TRMK
2021-09-16 07:00:00+00:00,98.82,830235,-0.17037107219477507,-0.16955744840608117,TRMK
2021-09-17 07:00:00+00:00,95.1,230934,-0.038380460410765,-0.03837104386625933,TRMK
2021-09-20 07:00:00+00:00,89.36,295770,-0.062296037625192105,-0.06225581479039926,TRMK
2021-09-21 07:00:00+00:00,90.4,97790,0.011571370849541747,0.011571112637185717,TRMK
2021-09-22 07:00:00+00:00,96.6,456621,0.06638313270671858,0.06633447382034134,TRMK
2021-09-23 07:00:00+00:00,93.68,159685,-0.030698841746626862,-0.030694021929010225,TRMK
2021-09-24 07:00:00+00:00,94.0,89138,0.003410069589548776,0.003410062980541964,TRMK
2021-09-27 07:00:00+00:00,94.0,127160,0.0,0.0,TRMK
2021-09-28 07:00:00+00:00,93.96,73025,-0.00042562249214249024,-0.000425622479291931,TRMK
2021-09-29 07:00:00+00:00,93.5,39563,-0.00490774319712785,-0.004907723496070708,TRMK
2021-09-30 07:00:00+00:00,92.2,77528,-0.014001763197884131,-0.014001305732093183,TRMK
2021-10-01 07:00:00+00:00,97.6,252807,0.05694809928523159,0.05691736285649852,TRMK
2021-10-04 07:00:00+00:00,95.06,92375,-0.026372278250492272,-0.026369222233183325,TRMK
2021-10-05 07:00:00+00:00,96.84,131515,0.018552925072736093,0.01855186088399427,TRMK
2021-10-06 07:00:00+00:00,93.02,202895,-0.040256473516019645,-0.04024560827390683,TRMK
2021-10-07 07:00:00+00:00,94.3,89346,0.013667091285628732,0.013666665843460877,TRMK
2021-10-08 07:00:00+00:00,95.76,91004,0.015364476054044705,0.015363871610306045,TRMK
2021-10-11 07:00:00+00:00,95.8,76872,0.0004176237392366657,0.0004176237270970691,TRMK
2021-10-12 07:00:00+00:00,96.3,83058,0.005205657338215432,0.00520563382726497,TRMK
2021-10-13 07:00:00+00:00,95.32,47473,-0.010228844937901733,-0.01022866657353856,TRMK
2021-10-14 07:00:00+00:00,94.64,41396,-0.007159493722972131,-0.007159432560409948,TRMK
2021-10-15 07:00:00+00:00,94.68,26008,0.0004225649882275287,0.00042256497565189695,TRMK
2021-10-18 07:00:00+00:00,94.04,33114,-0.006782612977210218,-0.006782560973914382,TRMK
2021-10-19 07:00:00+00:00,95.04,60812,0.010577829192248587,0.010577631942465962,TRMK
2021-10-20 07:00:00+00:00,94.44,22048,-0.006333185732804628,-0.006333143397022697,TRMK
2021-10-21 07:00:00+00:00,93.3,33759,-0.012144902903696325,-0.012144604364014062,TRMK
2021-10-22 07:00:00+00:00,93.08,36666,-0.002360771612060468,-0.00236076941920712,TRMK
2021-10-25 07:00:00+00:00,90.9,100979,-0.02370155580233563,-0.0236993372506578,TRMK
2021-10-26 07:00:00+00:00,88.36,134760,-0.028344416605535678,-0.028340622631516814,TRMK
2021-10-27 07:00:00+00:00,86.68,79322,-0.019197380853549696,-0.01919620188375809,TRMK
2021-10-28 07:00:00+00:00,85.98,48846,-0.008108554451819298,-0.008108465600022808,TRMK
2021-10-29 07:00:00+00:00,86.7,78010,0.008339269372212563,0.008339172718360668,TRMK
2021-11-01 07:00:00+00:00,88.44,51230,0.01987177982375002,0.019870472202749245,TRMK
2021-11-02 07:00:00+00:00,89.06,40609,0.00698600072743285,0.006985943904310797,TRMK
2021-11-03 07:00:00+00:00,88.42,18868,-0.007212174018080119,-0.007212111495459223,TRMK
2021-11-05 07:00:00+00:00,86.78,41010,-0.018723101766751633,-0.018722008027892468,TRMK
2021-11-08 07:00:00+00:00,86.5,32083,-0.0032317720579713364,-0.003231766432370993,TRMK
2021-11-09 07:00:00+00:00,86.16,51372,-0.003938391270978619,-0.003938381089700567,TRMK
2021-11-10 07:00:00+00:00,86.32,44047,0.0018552891660922276,0.0018552881017461409,TRMK
2021-11-11 07:00:00+00:00,85.98,28848,-0.003946620126972956,-0.003946609881743606,TRMK
2021-11-12 07:00:00+00:00,84.6,50120,-0.016181150490218024,-0.016180444455958006,TRMK
2021-11-15 07:00:00+00:00,84.9,42045,0.0035398340976870247,0.003539826705124208,TRMK
2021-11-16 07:00:00+00:00,83.22,41524,-0.019987720402220598,-0.01998638976250653,TRMK
2021-11-17 07:00:00+00:00,83.02,40810,-0.002406163251692295,-0.0024061609299025227,TRMK
2021-11-18 07:00:00+00:00,83.0,37925,-0.0002409348306257557,-0.00024093482829477133,TRMK
2021-11-19 07:00:00+00:00,81.52,46657,-0.017993189637844853,-0.017992218882128635,TRMK
2021-11-22 07:00:00+00:00,77.54,79295,-0.05007536076855948,-0.05005445667168612,TRMK
2021-11-23 07:00:00+00:00,79.24,89141,0.021688989688863767,0.021687289587566973,TRMK
2021-11-24 07:00:00+00:00,79.0,40678,-0.0030333740151693616,-0.0030333693633286603,TRMK
2021-11-25 07:00:00+00:00,85.2,258244,0.07562548285493556,0.07555358136824852,TRMK
2021-11-26 07:00:00+00:00,80.0,194159,-0.06301643192488265,-0.06297479916138843,TRMK
2021-11-29 07:00:00+00:00,79.56,76145,-0.0055152086475615605,-0.005515180688110111,TRMK
2021-11-30 07:00:00+00:00,75.5,129768,-0.052402751557406826,-0.05237879773079247,TRMK
